estimated_active,bin_size,estimated_active_true
60276.14021,2004,120793385
60512.92013,2004,121267891.9
60725.79437,2004,121694491.9
60329.9243,2004,120901168.3
60304.85361,2004,120850926.6
60404.04283,2004,121049701.8
60493.02281,2004,121228017.7
60410.67114,2004,121062985
60466.52186,2004,121174909.8
60474.12247,2004,121190141.4
